# Item registry dump
# Minecraft: 1.20.1
# Entries: 18688
# Generated: 2025-12-05T20:47:16.2241068-03:00

chipped:small_red_sandstone_bricks 7890
chipped:small_red_soul_lantern 9332
chipped:small_red_stained_glass 5459
chipped:small_red_stained_glass_pane 5470
chipped:small_red_terracotta_tiles 8431
chipped:small_redstone_block_bricks 9278
chipped:small_sandstone_bricks 7956
chipped:small_smooth_stone_bricks 8084
chipped:small_snow_block_bricks 3155
chipped:small_stone_bricks 8019
chipped:small_terracotta_tiles 8193
chipped:small_tuff_bricks 8150
chipped:small_white_stained_glass 5481
chipped:small_white_stained_glass_pane 5492
chipped:small_white_terracotta_tiles 8448
chipped:small_yellow_stained_glass 5503
chipped:small_yellow_stained_glass_pane 5514
chipped:small_yellow_terracotta_tiles 8465
chipped:smiling_carved_pumpkin 3796
chipped:smiling_jack_o_lantern 3818
chipped:smol_lily_pad 3730
chipped:smooth_acacia_planks 3900
chipped:smooth_amethyst_block_column 2444
chipped:smooth_ancient_debris_column 6212
chipped:smooth_andesite_column 6278
chipped:smooth_bamboo_planks 4285
chipped:smooth_basalt_column 6342
chipped:smooth_basalt_pointed_dripstone 9179
chipped:smooth_birch_planks 3938
chipped:smooth_black_concrete 8657
chipped:smooth_blackstone_bricks 6414
chipped:smooth_blackstone_column 6404
chipped:smooth_blue_concrete 8677
chipped:smooth_blue_ice_column 2913
chipped:smooth_borderless_bricks_column 9087
chipped:smooth_bricks_column 9022
chipped:smooth_brown_concrete 8697
chipped:smooth_brown_mushroom_block 3531
chipped:smooth_calcite_column 6471
chipped:smooth_cherry_planks 4247
chipped:smooth_clay_column 3242
chipped:smooth_coal_block_column 2510
chipped:smooth_cobblestone_column 6537
chipped:smooth_crimson_planks 4171
chipped:smooth_crimson_stem 4391
chipped:smooth_crying_obsidian_column 2576
chipped:smooth_cyan_concrete 8717
chipped:smooth_dark_oak_planks 3976
chipped:smooth_dark_prismarine_column 6602
chipped:smooth_deepslate_column 6661
chipped:smooth_diorite_column 6727
chipped:smooth_dirt_column 2979
chipped:smooth_dripstone_block_column 6793
chipped:smooth_end_stone_column 6859
chipped:smooth_gilded_blackstone_column 6924
chipped:smooth_glowstone 2809
chipped:smooth_granite_column 6994
chipped:smooth_gray_concrete 8737
chipped:smooth_green_concrete 8757
chipped:smooth_ice_column 3045
chipped:smooth_inlayed_amethyst_block 2423
chipped:smooth_inlayed_ancient_debris 6191
chipped:smooth_inlayed_andesite 6257
chipped:smooth_inlayed_basalt 6322
chipped:smooth_inlayed_blackstone 6384
chipped:smooth_inlayed_blue_ice 2892
chipped:smooth_inlayed_borderless_bricks 9066
chipped:smooth_inlayed_bricks 9001
chipped:smooth_inlayed_calcite 6450
chipped:smooth_inlayed_clay 3221
chipped:smooth_inlayed_coal_block 2489
chipped:smooth_inlayed_cobblestone 6516
chipped:smooth_inlayed_crying_obsidian 2555
chipped:smooth_inlayed_dark_prismarine 6581
chipped:smooth_inlayed_deepslate 6640
chipped:smooth_inlayed_diorite 6706
chipped:smooth_inlayed_dirt 2958
chipped:smooth_inlayed_dripstone_block 6772
chipped:smooth_inlayed_end_stone 6838
chipped:smooth_inlayed_gilded_blackstone 6903
chipped:smooth_inlayed_granite 6973
chipped:smooth_inlayed_ice 3024
chipped:smooth_inlayed_lapis_block 2695
chipped:smooth_inlayed_magma_block 7039
chipped:smooth_inlayed_mossy_cobblestone 7105
chipped:smooth_inlayed_mossy_stone_bricks 7170
chipped:smooth_inlayed_nether_bricks 7236
chipped:smooth_inlayed_netherrack 7302
chipped:smooth_inlayed_obsidian 7368
chipped:smooth_inlayed_packed_ice 3090
chipped:smooth_inlayed_prismarine 7433
chipped:smooth_inlayed_purpur_block 7499
chipped:smooth_inlayed_quartz_block 7562
chipped:smooth_inlayed_raw_copper_block 7627
chipped:smooth_inlayed_raw_gold_block 7693
chipped:smooth_inlayed_raw_iron_block 7759
chipped:smooth_inlayed_red_nether_bricks 7825
chipped:smooth_inlayed_red_sandstone 7891
chipped:smooth_inlayed_redstone_block 9279
chipped:smooth_inlayed_sandstone 7957
chipped:smooth_inlayed_smooth_stone 8085
chipped:smooth_inlayed_snow_block 3156
chipped:smooth_inlayed_stone 8020
chipped:smooth_inlayed_tuff 8151
chipped:smooth_jungle_planks 4014
chipped:smooth_lapis_block_column 2716
chipped:smooth_light_blue_concrete 8777
chipped:smooth_light_gray_concrete 8797
chipped:smooth_lily_pad 3731
chipped:smooth_lime_concrete 8817
chipped:smooth_lodestone_column 2650
chipped:smooth_magenta_concrete 8837
chipped:smooth_magma_block_column 7060
chipped:smooth_mangrove_planks 4058
chipped:smooth_moss_block 3619
chipped:smooth_mossy_cobblestone_column 7126
chipped:smooth_mossy_stone_bricks_column 7191
chipped:smooth_mud 3296
chipped:smooth_mud_bricks 9141
chipped:smooth_mushroom_stem 3596
chipped:smooth_nether_bricks_column 7257
chipped:smooth_netherrack_column 7323
chipped:smooth_oak_planks 4095
chipped:smooth_obsidian_column 7389
chipped:smooth_orange_concrete 8857
chipped:smooth_packed_ice_column 3111
chipped:smooth_packed_mud 3374
chipped:smooth_pink_concrete 8877
chipped:smooth_prismarine_column 7454
chipped:smooth_purple_concrete 8897
chipped:smooth_purpur_block_column 7520
chipped:smooth_quartz_block_column 7582
chipped:smooth_raw_copper_block_column 7648
chipped:smooth_raw_gold_block_column 7714
chipped:smooth_raw_iron_block_column 7780
chipped:smooth_red_concrete 8917
chipped:smooth_red_mushroom_block 3551
chipped:smooth_red_nether_bricks_column 7846
chipped:smooth_red_sandstone_column 7912
chipped:smooth_redstone_block_column 9300
chipped:smooth_redstone_lamp 9240
chipped:smooth_ringed_amethyst_block 2424
chipped:smooth_ringed_ancient_debris 6192
chipped:smooth_ringed_andesite 6258
chipped:smooth_ringed_basalt 6323
chipped:smooth_ringed_blackstone 6385
chipped:smooth_ringed_blue_ice 2893
chipped:smooth_ringed_borderless_bricks 9067
chipped:smooth_ringed_bricks 9002
chipped:smooth_ringed_calcite 6451
chipped:smooth_ringed_clay 3222
chipped:smooth_ringed_coal_block 2490
chipped:smooth_ringed_cobblestone 6517
chipped:smooth_ringed_crying_obsidian 2556
chipped:smooth_ringed_dark_prismarine 6582
chipped:smooth_ringed_deepslate 6641
chipped:smooth_ringed_diorite 6707
chipped:smooth_ringed_dirt 2959
chipped:smooth_ringed_dripstone_block 6773
chipped:smooth_ringed_end_stone 6839
chipped:smooth_ringed_gilded_blackstone 6904
chipped:smooth_ringed_granite 6974
chipped:smooth_ringed_ice 3025
chipped:smooth_ringed_lapis_block 2696
chipped:smooth_ringed_lodestone 2626
chipped:smooth_ringed_magma_block 7040
chipped:smooth_ringed_mossy_cobblestone 7106
chipped:smooth_ringed_mossy_stone_bricks 7171
chipped:smooth_ringed_mud 3297
chipped:smooth_ringed_mud_bricks 9142
chipped:smooth_ringed_nether_bricks 7237
chipped:smooth_ringed_netherrack 7303
chipped:smooth_ringed_obsidian 7369
chipped:smooth_ringed_packed_ice 3091
chipped:smooth_ringed_packed_mud 3375
chipped:smooth_ringed_prismarine 7434
chipped:smooth_ringed_purpur_block 7500
chipped:smooth_ringed_quartz_block 7563
chipped:smooth_ringed_raw_copper_block 7628
chipped:smooth_ringed_raw_gold_block 7694
chipped:smooth_ringed_raw_iron_block 7760
chipped:smooth_ringed_red_nether_bricks 7826
chipped:smooth_ringed_red_sandstone 7892
chipped:smooth_ringed_redstone_block 9280
chipped:smooth_ringed_sandstone 7958
chipped:smooth_ringed_smooth_stone 8086
chipped:smooth_ringed_snow_block 3157
chipped:smooth_ringed_tuff 8152
chipped:smooth_sandstone_column 7978
chipped:smooth_sea_lantern 9222
chipped:smooth_shroomlight 3647
chipped:smooth_smooth_stone_column 8106
chipped:smooth_snow_block_column 3177
chipped:smooth_sponge 2791
chipped:smooth_spruce_planks 4133
chipped:smooth_stone_bricks 8050
chipped:smooth_stone_column 8040
chipped:smooth_stone_mini_tiles 8051
chipped:smooth_stone_pillar 8052
chipped:smooth_stone_pillar_top 8053
chipped:smooth_stone_scales 8054
chipped:smooth_tuff_column 8172
chipped:smooth_warped_planks 4209
chipped:smooth_warped_stem 4401
chipped:smooth_white_concrete 8937
chipped:smooth_white_redstone_lamp 9241
chipped:smooth_yellow_concrete 8957
chipped:smoothed_double_inlayed_amethyst_block 2425
chipped:smoothed_double_inlayed_ancient_debris 6193
chipped:smoothed_double_inlayed_andesite 6259
chipped:smoothed_double_inlayed_basalt 6324
chipped:smoothed_double_inlayed_blackstone 6386
chipped:smoothed_double_inlayed_blue_ice 2894
chipped:smoothed_double_inlayed_borderless_bricks 9068
chipped:smoothed_double_inlayed_bricks 9003
chipped:smoothed_double_inlayed_calcite 6452
chipped:smoothed_double_inlayed_clay 3223
chipped:smoothed_double_inlayed_coal_block 2491
chipped:smoothed_double_inlayed_cobblestone 6518
chipped:smoothed_double_inlayed_crying_obsidian 2557
chipped:smoothed_double_inlayed_dark_prismarine 6583
chipped:smoothed_double_inlayed_deepslate 6642
chipped:smoothed_double_inlayed_diorite 6708
chipped:smoothed_double_inlayed_dirt 2960
chipped:smoothed_double_inlayed_dripstone_block 6774
chipped:smoothed_double_inlayed_end_stone 6840
chipped:smoothed_double_inlayed_gilded_blackstone 6905
chipped:smoothed_double_inlayed_granite 6975
chipped:smoothed_double_inlayed_ice 3026
chipped:smoothed_double_inlayed_lapis_block 2697
chipped:smoothed_double_inlayed_lodestone 2627
chipped:smoothed_double_inlayed_magma_block 7041
chipped:smoothed_double_inlayed_mossy_cobblestone 7107
chipped:smoothed_double_inlayed_mossy_stone_bricks 7172
chipped:smoothed_double_inlayed_mud 3298
chipped:smoothed_double_inlayed_mud_bricks 9143
chipped:smoothed_double_inlayed_nether_bricks 7238
chipped:smoothed_double_inlayed_netherrack 7304
chipped:smoothed_double_inlayed_obsidian 7370
chipped:smoothed_double_inlayed_packed_ice 3092
chipped:smoothed_double_inlayed_packed_mud 3376
chipped:smoothed_double_inlayed_prismarine 7435
chipped:smoothed_double_inlayed_purpur_block 7501
chipped:smoothed_double_inlayed_quartz_block 7564
chipped:smoothed_double_inlayed_raw_copper_block 7629
chipped:smoothed_double_inlayed_raw_gold_block 7695
chipped:smoothed_double_inlayed_raw_iron_block 7761
chipped:smoothed_double_inlayed_red_nether_bricks 7827
chipped:smoothed_double_inlayed_red_sandstone 7893
chipped:smoothed_double_inlayed_redstone_block 9281
chipped:smoothed_double_inlayed_sandstone 7959
chipped:smoothed_double_inlayed_smooth_stone 8087
chipped:smoothed_double_inlayed_snow_block 3158
chipped:smoothed_double_inlayed_stone 8021
chipped:smoothed_double_inlayed_tuff 8153
chipped:smoothed_soul_sand 3673
chipped:snow_block_bricks 3121
chipped:snow_block_mini_tiles 3122
chipped:snow_block_pillar 3123
chipped:snow_block_pillar_top 3124
chipped:snow_block_scales 3125
chipped:soft_black_carpet 5846
chipped:soft_black_wool 5526
chipped:soft_blue_carpet 5866
chipped:soft_blue_wool 5546
chipped:soft_brown_carpet 5886
chipped:soft_brown_wool 5566
chipped:soft_cyan_carpet 5906
chipped:soft_cyan_wool 5586
chipped:soft_gray_carpet 5926
chipped:soft_gray_wool 5606
chipped:soft_green_carpet 5946
chipped:soft_green_wool 5626
chipped:soft_light_blue_carpet 5966
chipped:soft_light_blue_wool 5646
chipped:soft_light_gray_carpet 5986
chipped:soft_light_gray_wool 5666
chipped:soft_lime_carpet 6006
chipped:soft_lime_wool 5686
chipped:soft_magenta_carpet 6026
chipped:soft_magenta_wool 5706
chipped:soft_orange_carpet 6046
chipped:soft_orange_wool 5726
chipped:soft_pink_carpet 6066
chipped:soft_pink_wool 5746
chipped:soft_purple_carpet 6086
chipped:soft_purple_wool 5766
chipped:soft_red_carpet 6106
chipped:soft_red_wool 5786
chipped:soft_sand 3657
chipped:soft_sponge 2792
chipped:soft_white_carpet 6126
chipped:soft_white_wool 5806
chipped:soft_yellow_carpet 6146
chipped:soft_yellow_wool 5826
chipped:solid_acacia_trapdoor 4886
chipped:solid_bamboo_trapdoor 5106
chipped:solid_birch_trapdoor 4909
chipped:solid_cherry_trapdoor 5084
chipped:solid_crimson_trapdoor 5042
chipped:solid_dark_oak_trapdoor 4932
chipped:solid_jungle_trapdoor 4954
chipped:solid_mangrove_trapdoor 4975
chipped:solid_oak_trapdoor 4997
chipped:solid_spruce_trapdoor 5019
chipped:solid_warped_trapdoor 5062
chipped:special_gilded_blackstone 6936
chipped:special_sea_lantern 9223
chipped:speckled_nether_wart_block 3764
chipped:speckled_warped_wart_block 3849
chipped:spider_amethyst_block_carving 2426
chipped:spider_ancient_debris_carving 6194
chipped:spider_andesite_carving 6260
chipped:spider_basalt_carving 6325
chipped:spider_blackstone_carving 6387
chipped:spider_blue_ice_carving 2895
chipped:spider_borderless_bricks_carving 9069
chipped:spider_bricks_carving 9004
chipped:spider_calcite_carving 6453
chipped:spider_clay_carving 3224
chipped:spider_coal_block_carving 2492
chipped:spider_cobblestone_carving 6519
chipped:spider_crying_obsidian_carving 2558
chipped:spider_dark_prismarine_carving 6584
chipped:spider_deepslate_carving 6643
chipped:spider_diorite_carving 6709
chipped:spider_dirt_carving 2961
chipped:spider_dripstone_block_carving 6775
chipped:spider_end_stone_carving 6841
chipped:spider_gilded_blackstone_carving 6906
chipped:spider_granite_carving 6976
chipped:spider_ice_carving 3027
chipped:spider_lapis_block_carving 2698
chipped:spider_lodestone_carving 2628
chipped:spider_magma_block_carving 7042
chipped:spider_mossy_cobblestone_carving 7108
chipped:spider_mossy_stone_bricks_carving 7173
chipped:spider_mud_bricks_carving 9144
chipped:spider_mud_carving 3299
chipped:spider_nether_bricks_carving 7239
chipped:spider_netherrack_carving 7305
chipped:spider_obsidian_carving 7371
chipped:spider_packed_ice_carving 3093
chipped:spider_packed_mud_carving 3377
chipped:spider_prismarine_carving 7436
chipped:spider_purpur_block_carving 7502
chipped:spider_quartz_block_carving 7565
chipped:spider_raw_copper_block_carving 7630
chipped:spider_raw_gold_block_carving 7696
chipped:spider_raw_iron_block_carving 7762
chipped:spider_red_nether_bricks_carving 7828
chipped:spider_red_sandstone_carving 7894
chipped:spider_redstone_block_carving 9282
chipped:spider_sandstone_carving 7960
chipped:spider_smooth_stone_carving 8088
chipped:spider_snow_block_carving 3159
chipped:spider_stone_carving 8022
chipped:spider_tuff_carving 8154
chipped:spiral_gilded_blackstone 6937
chipped:spiral_mud 3300
chipped:spiral_mud_bricks 9145
chipped:spiral_packed_mud 3378
chipped:spiraled_amethyst_block 2427
chipped:spiraled_ancient_debris 6195
chipped:spiraled_andesite 6261
chipped:spiraled_basalt 6326
chipped:spiraled_blackstone 6388
chipped:spiraled_blue_ice 2896
chipped:spiraled_borderless_bricks 9070
chipped:spiraled_bricks 9005
chipped:spiraled_calcite 6454
chipped:spiraled_clay 3225
chipped:spiraled_coal_block 2493
chipped:spiraled_cobblestone 6520
chipped:spiraled_crying_obsidian 2559
chipped:spiraled_dark_prismarine 6585
chipped:spiraled_deepslate 6644
chipped:spiraled_diorite 6710
chipped:spiraled_dirt 2962
chipped:spiraled_dripstone_block 6776
chipped:spiraled_end_stone 6842
chipped:spiraled_gilded_blackstone 6907
chipped:spiraled_granite 6977
chipped:spiraled_ice 3028
chipped:spiraled_lapis_block 2699
chipped:spiraled_lodestone 2629
chipped:spiraled_magma_block 7043
chipped:spiraled_mossy_cobblestone 7109
chipped:spiraled_mossy_stone_bricks 7174
chipped:spiraled_nether_bricks 7240
chipped:spiraled_netherrack 7306
chipped:spiraled_obsidian 7372
chipped:spiraled_packed_ice 3094
chipped:spiraled_prismarine 7437
chipped:spiraled_purpur_block 7503
chipped:spiraled_raw_copper_block 7631
chipped:spiraled_raw_gold_block 7697
chipped:spiraled_raw_iron_block 7763
chipped:spiraled_red_nether_bricks 7829
chipped:spiraled_red_sandstone 7895
chipped:spiraled_redstone_block 9283
chipped:spiraled_sandstone 7961
chipped:spiraled_smooth_stone 8089
chipped:spiraled_snow_block 3160
chipped:spiraled_stone 8023
chipped:spiraled_tuff 8155
chipped:spongy_moss_block 3620
chipped:spongy_nether_wart_block 3765
chipped:spongy_warped_wart_block 3850
chipped:spooky_carved_pumpkin 3797
chipped:spooky_jack_o_lantern 3819
chipped:spotted_brown_mushroom_block 3532
chipped:spotted_red_mushroom_block 3552
chipped:sprinkled_brown_mushroom_block 3533
chipped:sprinkled_moss_block 3621
chipped:sprouting_crimson_roots 3686
chipped:sprouting_crimson_roots_bulb 3685
chipped:spruce_barrel 4446
chipped:spruce_crate 4447
chipped:spruce_planks_mosaic 4111
chipped:spruce_planks_panel 4141
chipped:spruce_planks_shavings 4112
chipped:spruce_torch 5120
chipped:square_black_stained_glass 5166
chipped:square_black_stained_glass_pane 5177
chipped:square_blue_stained_glass 5188
chipped:square_blue_stained_glass_pane 5199
chipped:square_brown_stained_glass 5210
chipped:square_brown_stained_glass_pane 5221
chipped:square_cyan_stained_glass 5232
chipped:square_cyan_stained_glass_pane 5243
chipped:square_gray_stained_glass 5254
chipped:square_gray_stained_glass_pane 5265
chipped:square_green_stained_glass 5276
chipped:square_green_stained_glass_pane 5287
chipped:square_leaded_glass 5127
chipped:square_leaded_glass_pane 5148
chipped:square_light_blue_stained_glass 5298
chipped:square_light_blue_stained_glass_pane 5309
chipped:square_light_gray_stained_glass 5320
chipped:square_light_gray_stained_glass_pane 5331
chipped:square_lime_stained_glass 5342
chipped:square_lime_stained_glass_pane 5353
chipped:square_magenta_stained_glass 5364
chipped:square_magenta_stained_glass_pane 5375
chipped:square_oak_glass 5142
chipped:square_oak_glass_pane 5163
chipped:square_orange_stained_glass 5386
chipped:square_orange_stained_glass_pane 5397
chipped:square_pink_stained_glass 5408
chipped:square_pink_stained_glass_pane 5419
chipped:square_purple_stained_glass 5430
chipped:square_purple_stained_glass_pane 5441
chipped:square_red_stained_glass 5452
chipped:square_red_stained_glass_pane 5463
chipped:square_white_stained_glass 5474
chipped:square_white_stained_glass_pane 5485
chipped:square_yellow_stained_glass 5496
chipped:square_yellow_stained_glass_pane 5507
chipped:squished_cute_carved_pumpkin 3798
chipped:squished_cute_jack_o_lantern 3820
chipped:stacked_acacia_planks 3901
chipped:stacked_amethyst_block_bricks 2428
chipped:stacked_ancient_debris_bricks 6196
chipped:stacked_andesite_bricks 6262
chipped:stacked_bamboo_planks 4286
chipped:stacked_basalt_bricks 6327
chipped:stacked_birch_planks 3939
chipped:stacked_black_concrete 8652
chipped:stacked_blackstone_bricks 6389
chipped:stacked_blue_concrete 8672
chipped:stacked_blue_ice_bricks 2897
chipped:stacked_borderless_bricks_bricks 9071
chipped:stacked_bricks_bricks 9006
chipped:stacked_brown_concrete 8692
chipped:stacked_calcite_bricks 6455
chipped:stacked_cherry_planks 4248
chipped:stacked_clay_bricks 3226
chipped:stacked_coal_block_bricks 2494
chipped:stacked_cobblestone_bricks 6521
chipped:stacked_crimson_planks 4172
chipped:stacked_crying_obsidian_bricks 2560
chipped:stacked_cyan_concrete 8712
chipped:stacked_dark_oak_planks 3977
chipped:stacked_dark_prismarine_bricks 6586
chipped:stacked_deepslate_bricks 6645
chipped:stacked_diamond_block 2737
chipped:stacked_diorite_bricks 6711
chipped:stacked_dirt_bricks 2963
chipped:stacked_dripstone_block_bricks 6777
chipped:stacked_emerald_block 2749
chipped:stacked_end_stone_bricks 6843
chipped:stacked_gilded_blackstone_bricks 6908
chipped:stacked_gold_block 2761
chipped:stacked_granite_bricks 6978
chipped:stacked_gray_concrete 8732
chipped:stacked_green_concrete 8752
chipped:stacked_ice_bricks 3029
chipped:stacked_iron_block 2773
chipped:stacked_jungle_planks 4015
chipped:stacked_lapis_block_bricks 2700
chipped:stacked_light_blue_concrete 8772
chipped:stacked_light_gray_concrete 8792
chipped:stacked_lime_concrete 8812
chipped:stacked_lodestone_bricks 2630
chipped:stacked_magenta_concrete 8832
chipped:stacked_magma_block_bricks 7044
chipped:stacked_mangrove_planks 4059
chipped:stacked_mossy_cobblestone_bricks 7110
chipped:stacked_mossy_stone_bricks_bricks 7175
chipped:stacked_mud_bricks 3301
chipped:stacked_mud_bricks_bricks 9146
chipped:stacked_nether_bricks_bricks 7241
chipped:stacked_netherite_block 2785
chipped:stacked_netherrack_bricks 7307
chipped:stacked_oak_planks 4096
chipped:stacked_obsidian_bricks 7373
chipped:stacked_orange_concrete 8852
chipped:stacked_packed_ice_bricks 3095
chipped:stacked_packed_mud_bricks 3379
chipped:stacked_pink_concrete 8872
chipped:stacked_prismarine_bricks 7438
chipped:stacked_purple_concrete 8892
chipped:stacked_purpur_block_bricks 7504
chipped:stacked_quartz_block_bricks 7566
chipped:stacked_raw_copper_block_bricks 7632
chipped:stacked_raw_gold_block_bricks 7698
chipped:stacked_raw_iron_block_bricks 7764
chipped:stacked_red_concrete 8912
chipped:stacked_red_nether_bricks_bricks 7830
chipped:stacked_red_sandstone_bricks 7896
chipped:stacked_redstone_block_bricks 9284
chipped:stacked_sandstone_bricks 7962
chipped:stacked_smooth_stone_bricks 8090
chipped:stacked_snow_block_bricks 3161
chipped:stacked_spruce_planks 4134
chipped:stacked_stone_bricks 8024
chipped:stacked_tuff_bricks 8156
chipped:stacked_warped_planks 4210
chipped:stacked_waxed_copper_block 2823
chipped:stacked_waxed_exposed_copper 2834
chipped:stacked_waxed_oxidized_copper 2856
chipped:stacked_waxed_weathered_copper 2845
chipped:stacked_white_concrete 8932
chipped:stacked_yellow_concrete 8952
chipped:star_mud 3302
chipped:star_mud_bricks 9147
chipped:star_packed_mud 3380
chipped:starry_black_glazed_terracotta 8480
chipped:starry_black_terracotta 8215
chipped:starry_blue_glazed_terracotta 8491
chipped:starry_blue_terracotta 8232
chipped:starry_brown_glazed_terracotta 8502
chipped:starry_brown_terracotta 8249
chipped:starry_cyan_glazed_terracotta 8513
chipped:starry_cyan_terracotta 8266
chipped:starry_gray_glazed_terracotta 8524
chipped:starry_gray_terracotta 8283
chipped:starry_green_glazed_terracotta 8535
chipped:starry_green_terracotta 8300
chipped:starry_light_blue_glazed_terracotta 8546
chipped:starry_light_blue_terracotta 8317
chipped:starry_light_gray_glazed_terracotta 8557
chipped:starry_light_gray_terracotta 8334
chipped:starry_lime_glazed_terracotta 8568
chipped:starry_lime_terracotta 8351
chipped:starry_magenta_glazed_terracotta 8579
chipped:starry_magenta_terracotta 8368
chipped:starry_orange_glazed_terracotta 8590
chipped:starry_orange_terracotta 8385
chipped:starry_pink_glazed_terracotta 8601
chipped:starry_pink_terracotta 8402
chipped:starry_purple_glazed_terracotta 8612
chipped:starry_purple_terracotta 8419
chipped:starry_red_glazed_terracotta 8623
chipped:starry_red_terracotta 8436
chipped:starry_terracotta 8198
chipped:starry_white_glazed_terracotta 8634
chipped:starry_white_terracotta 8453
chipped:starry_yellow_glazed_terracotta 8645
chipped:starry_yellow_terracotta 8470
chipped:stem_warped_roots 3695
chipped:stepped_iron_bars 9201
chipped:stern_stripped_acacia_log 4508
chipped:stern_stripped_birch_log 4525
chipped:stern_stripped_cherry_log 4662
chipped:stern_stripped_crimson_stem 4645
chipped:stern_stripped_dark_oak_log 4542
chipped:stern_stripped_jungle_log 4559
chipped:stern_stripped_mangrove_log 4576
chipped:stern_stripped_oak_log 4594
chipped:stern_stripped_spruce_log 4611
chipped:stern_stripped_warped_stem 4628
chipped:sticky_melon 3628
chipped:stone_mini_tiles 7988
chipped:stone_pillar 7989
chipped:stone_pillar_top 7990
chipped:stone_pointed_dripstone 9181
chipped:stone_scales 7991
chipped:stop_black_concrete 8653
chipped:stop_blue_concrete 8673
chipped:stop_brown_concrete 8693
chipped:stop_cyan_concrete 8713
chipped:stop_gray_concrete 8733
chipped:stop_green_concrete 8753
chipped:stop_light_blue_concrete 8773
chipped:stop_light_gray_concrete 8793
chipped:stop_lime_concrete 8813
chipped:stop_magenta_concrete 8833
chipped:stop_orange_concrete 8853
chipped:stop_pink_concrete 8873
chipped:stop_purple_concrete 8893
chipped:stop_red_concrete 8913
chipped:stop_white_concrete 8933
chipped:stop_yellow_concrete 8953
chipped:stretched_cobweb 3588
chipped:stringed_black_carpet 5847
chipped:stringed_black_wool 5527
chipped:stringed_blue_carpet 5867
chipped:stringed_blue_wool 5547
chipped:stringed_brown_carpet 5887
chipped:stringed_brown_wool 5567
chipped:stringed_cyan_carpet 5907
chipped:stringed_cyan_wool 5587
chipped:stringed_gray_carpet 5927
chipped:stringed_gray_wool 5607
chipped:stringed_green_carpet 5947
chipped:stringed_green_wool 5627
chipped:stringed_light_blue_carpet 5967
chipped:stringed_light_blue_wool 5647
chipped:stringed_light_gray_carpet 5987
chipped:stringed_light_gray_wool 5667
chipped:stringed_lime_carpet 6007
chipped:stringed_lime_wool 5687
chipped:stringed_magenta_carpet 6027
chipped:stringed_magenta_wool 5707
chipped:stringed_orange_carpet 6047
chipped:stringed_orange_wool 5727
chipped:stringed_pink_carpet 6067
chipped:stringed_pink_wool 5747
chipped:stringed_purple_carpet 6087
chipped:stringed_purple_wool 5767
chipped:stringed_red_carpet 6107
chipped:stringed_red_wool 5787
chipped:stringed_white_carpet 6127
chipped:stringed_white_wool 5807
chipped:stringed_yellow_carpet 6147
chipped:stringed_yellow_wool 5827
chipped:stringy_cobweb 3589
chipped:striped_black_concrete 8658
chipped:striped_blue_concrete 8678
chipped:striped_brown_concrete 8698
chipped:striped_cyan_concrete 8718
chipped:striped_gray_concrete 8738
chipped:striped_green_concrete 8758
chipped:striped_light_blue_concrete 8778
chipped:striped_light_gray_concrete 8798
chipped:striped_lime_concrete 8818
chipped:striped_magenta_concrete 8838
chipped:striped_orange_concrete 8858
chipped:striped_pink_concrete 8878
chipped:striped_purple_concrete 8898
chipped:striped_red_concrete 8918
chipped:striped_white_concrete 8938
chipped:striped_yellow_concrete 8958
chipped:strong_ladder 4492
chipped:sturdy_iron_bars 9202
chipped:sugarcane_dried_kelp_block 3708
chipped:sunny_melon 3629
chipped:supported_acacia_door 4679
chipped:supported_bamboo_door 4868
chipped:supported_birch_door 4698
chipped:supported_cherry_door 4849
chipped:supported_dark_oak_door 4717
chipped:supported_iron_bars 9203
chipped:supported_jungle_door 4736
chipped:supported_mangrove_door 4754
chipped:supported_oak_door 4773
chipped:supported_spruce_door 4792
chipped:supported_warped_door 4829
chipped:suspicious_acacia_trapdoor 4887
chipped:suspicious_bamboo_trapdoor 5107
chipped:suspicious_birch_trapdoor 4910
chipped:suspicious_carved_pumpkin 3799
chipped:suspicious_cherry_trapdoor 5085
chipped:suspicious_dark_oak_trapdoor 4933
chipped:suspicious_jack_o_lantern 3821
chipped:suspicious_jungle_trapdoor 4955
chipped:suspicious_mangrove_trapdoor 4976
chipped:suspicious_oak_trapdoor 4998
chipped:suspicious_spruce_trapdoor 5020
chipped:suspicious_warped_trapdoor 5063
chipped:swampy_hay_block 3612
chipped:swampy_melon 3630
chipped:sweet_melon 3631
chipped:symbol_mud 3303
chipped:symbol_mud_bricks 9148
chipped:symbol_packed_mud 3381
chipped:symbolic_mud_bricks_pillar 9149
chipped:symbolic_mud_pillar 3304
chipped:symbolic_packed_mud_pillar 3382
chipped:tall_lantern 9337
chipped:tall_shroomy_nether_sprouts 3747
chipped:tall_soul_lantern 9341
chipped:tar_sand 3658
chipped:terracotta_bricks 8182
chipped:terracotta_column 8191
chipped:terracotta_pillar 8192
chipped:terracotta_tile 8183
chipped:terracotta_tiles 8184
chipped:thicc_vine 3834
chipped:thick_cobweb_floor 3590
chipped:thick_inlayed_amethyst_block 2445
chipped:thick_inlayed_ancient_debris 6213
chipped:thick_inlayed_andesite 6279
chipped:thick_inlayed_basalt 6343
chipped:thick_inlayed_blackstone 6405
chipped:thick_inlayed_blue_ice 2914
chipped:thick_inlayed_borderless_bricks 9088
chipped:thick_inlayed_bricks 9023
