# Block registry dump
# Minecraft: 1.20.1
# Entries: 14254
# Generated: 2026-02-05T20:54:22.2041666-03:00

chipped:woven_magenta_stained_glass_pane 4484
chipped:woven_mangrove_trapdoor 4079
chipped:woven_oak_trapdoor 4101
chipped:woven_orange_stained_glass 4495
chipped:woven_orange_stained_glass_pane 4506
chipped:woven_pink_stained_glass 4517
chipped:woven_pink_stained_glass_pane 4528
chipped:woven_purple_stained_glass 4539
chipped:woven_purple_stained_glass_pane 4550
chipped:woven_red_stained_glass 4561
chipped:woven_red_stained_glass_pane 4572
chipped:woven_spruce_trapdoor 4123
chipped:woven_warped_trapdoor 4166
chipped:woven_white_stained_glass 4583
chipped:woven_white_stained_glass_pane 4594
chipped:woven_yellow_stained_glass 4605
chipped:woven_yellow_stained_glass_pane 4616
chipped:wrought_iron_lantern 8429
chipped:yellow_concrete_bricks 8054
chipped:yellow_concrete_panel 8062
chipped:yellow_concrete_pillar 8067
chipped:yellow_concrete_tiles 8055
chipped:yellow_glazed_terracotta_pillar_sides 7743
chipped:yellow_glazed_terracotta_pillar_top 7744
chipped:yellow_glazed_terracotta_smooth_tiles 7745
chipped:yellow_glazed_terracotta_tiles 7746
chipped:yellow_moss_block 2720
chipped:yellow_paper_soul_lantern 8441
chipped:yellow_redstone_torch 8458
chipped:yellow_redstone_wall_torch 8459
chipped:yellow_terracotta_bricks 7561
chipped:yellow_terracotta_column 7570
chipped:yellow_terracotta_pillar 7571
chipped:yellow_terracotta_tile 7562
chipped:yellow_terracotta_tiles 7563
chipped:yellow_tube_lantern 8430
chipped:young_warped_roots 2795
chipped:zippered_iron_bars 8315
cofh_core:ender_air 10703
cofh_core:glossed_magma 10700
cofh_core:glow_air 10702
cofh_core:lightning_air 10704
cofh_core:signal_air 10701
create:acacia_window 12771
create:acacia_window_pane 12785
create:adjustable_chain_gearshift 12426
create:analog_lever 12627
create:andesite_alloy_block 12699
create:andesite_bars 12660
create:andesite_belt_funnel 12555
create:andesite_casing 12535
create:andesite_door 12688
create:andesite_encased_cogwheel 12418
create:andesite_encased_large_cogwheel 12420
create:andesite_encased_shaft 12416
create:andesite_funnel 12554
create:andesite_ladder 12657
create:andesite_pillar 12848
create:andesite_scaffolding 12663
create:andesite_table_cloth 12604
create:andesite_tunnel 12558
create:asurine 12921
create:asurine_pillar 12939
create:bamboo_window 12777
create:bamboo_window_pane 12791
create:basin 12444
create:belt 12427
create:birch_window 12769
create:birch_window_pane 12783
create:black_nixie_tube 12624
create:black_postbox 12583
create:black_sail 12534
create:black_seat 12687
create:black_table_cloth 12603
create:black_toolbox 12655
create:black_valve_handle 12477
create:blaze_burner 12445
create:blue_nixie_tube 12620
create:blue_postbox 12579
create:blue_sail 12530
create:blue_seat 12683
create:blue_table_cloth 12599
create:blue_toolbox 12651
create:blue_valve_handle 12473
create:bound_cardboard_block 12704
create:brass_bars 12661
create:brass_belt_funnel 12557
create:brass_block 12702
create:brass_casing 12536
create:brass_door 12689
create:brass_encased_cogwheel 12419
create:brass_encased_large_cogwheel 12421
create:brass_encased_shaft 12417
create:brass_funnel 12556
create:brass_ladder 12658
create:brass_scaffolding 12664
create:brass_table_cloth 12605
create:brass_tunnel 12559
create:brown_nixie_tube 12621
create:brown_postbox 12580
create:brown_sail 12531
create:brown_seat 12684
create:brown_table_cloth 12600
create:brown_toolbox 12652
create:brown_valve_handle 12474
create:calcite_pillar 12866
create:cardboard_block 12703
create:cart_assembler 12501
create:chain_conveyor 12428
create:cherry_window 12776
create:cherry_window_pane 12790
create:chocolate 12758
create:chute 12449
create:clipboard 12656
create:clockwork_bearing 12496
create:clutch 12423
create:cogwheel 12414
create:content_observer 12560
create:contraption_controls 12508
create:controller_rail 12502
create:controls 12553
create:copper_backtank 12635
create:copper_bars 12662
create:copper_casing 12537
create:copper_door 12690
create:copper_ladder 12659
create:copper_scaffolding 12665
create:copper_shingle_slab 12713
create:copper_shingle_stairs 12717
create:copper_shingles 12709
create:copper_table_cloth 12606
create:copper_tile_slab 12737
create:copper_tile_stairs 12741
create:copper_tiles 12733
create:copper_valve_handle 12461
create:copycat_bars 12671
create:copycat_base 12668
create:copycat_panel 12670
create:copycat_step 12669
create:creative_crate 12562
create:creative_fluid_tank 12479
create:creative_motor 12429
create:crimsite 12940
create:crimsite_pillar 12958
create:crimson_window 12774
create:crimson_window_pane 12788
create:crushing_wheel 12440
create:crushing_wheel_controller 12441
create:cuckoo_clock 12437
create:cut_andesite 12831
create:cut_andesite_brick_slab 12841
create:cut_andesite_brick_stairs 12840
create:cut_andesite_brick_wall 12842
create:cut_andesite_bricks 12839
create:cut_andesite_slab 12833
create:cut_andesite_stairs 12832
create:cut_andesite_wall 12834
create:cut_asurine 12922
create:cut_asurine_brick_slab 12932
create:cut_asurine_brick_stairs 12931
create:cut_asurine_brick_wall 12933
create:cut_asurine_bricks 12930
create:cut_asurine_slab 12924
create:cut_asurine_stairs 12923
create:cut_asurine_wall 12925
create:cut_calcite 12849
create:cut_calcite_brick_slab 12859
create:cut_calcite_brick_stairs 12858
create:cut_calcite_brick_wall 12860
create:cut_calcite_bricks 12857
create:cut_calcite_slab 12851
create:cut_calcite_stairs 12850
create:cut_calcite_wall 12852
create:cut_crimsite 12941
create:cut_crimsite_brick_slab 12951
create:cut_crimsite_brick_stairs 12950
create:cut_crimsite_brick_wall 12952
create:cut_crimsite_bricks 12949
create:cut_crimsite_slab 12943
create:cut_crimsite_stairs 12942
create:cut_crimsite_wall 12944
create:cut_deepslate 12885
create:cut_deepslate_brick_slab 12895
create:cut_deepslate_brick_stairs 12894
create:cut_deepslate_brick_wall 12896
create:cut_deepslate_bricks 12893
create:cut_deepslate_slab 12887
create:cut_deepslate_stairs 12886
create:cut_deepslate_wall 12888
create:cut_diorite 12813
create:cut_diorite_brick_slab 12823
create:cut_diorite_brick_stairs 12822
create:cut_diorite_brick_wall 12824
create:cut_diorite_bricks 12821
create:cut_diorite_slab 12815
create:cut_diorite_stairs 12814
create:cut_diorite_wall 12816
create:cut_dripstone 12867
create:cut_dripstone_brick_slab 12877
create:cut_dripstone_brick_stairs 12876
create:cut_dripstone_brick_wall 12878
create:cut_dripstone_bricks 12875
create:cut_dripstone_slab 12869
create:cut_dripstone_stairs 12868
create:cut_dripstone_wall 12870
create:cut_granite 12795
create:cut_granite_brick_slab 12805
create:cut_granite_brick_stairs 12804
create:cut_granite_brick_wall 12806
create:cut_granite_bricks 12803
create:cut_granite_slab 12797
create:cut_granite_stairs 12796
create:cut_granite_wall 12798
create:cut_limestone 12960
create:cut_limestone_brick_slab 12970
create:cut_limestone_brick_stairs 12969
create:cut_limestone_brick_wall 12971
create:cut_limestone_bricks 12968
create:cut_limestone_slab 12962
create:cut_limestone_stairs 12961
create:cut_limestone_wall 12963
create:cut_ochrum 12979
create:cut_ochrum_brick_slab 12989
create:cut_ochrum_brick_stairs 12988
create:cut_ochrum_brick_wall 12990
create:cut_ochrum_bricks 12987
create:cut_ochrum_slab 12981
create:cut_ochrum_stairs 12980
create:cut_ochrum_wall 12982
create:cut_scorchia 13017
create:cut_scorchia_brick_slab 13027
create:cut_scorchia_brick_stairs 13026
create:cut_scorchia_brick_wall 13028
create:cut_scorchia_bricks 13025
create:cut_scorchia_slab 13019
create:cut_scorchia_stairs 13018
create:cut_scorchia_wall 13020
create:cut_scoria 12998
create:cut_scoria_brick_slab 13008
create:cut_scoria_brick_stairs 13007
create:cut_scoria_brick_wall 13009
create:cut_scoria_bricks 13006
create:cut_scoria_slab 13000
create:cut_scoria_stairs 12999
create:cut_scoria_wall 13001
create:cut_tuff 12903
create:cut_tuff_brick_slab 12913
create:cut_tuff_brick_stairs 12912
create:cut_tuff_brick_wall 12914
create:cut_tuff_bricks 12911
create:cut_tuff_slab 12905
create:cut_tuff_stairs 12904
create:cut_tuff_wall 12906
create:cut_veridium 13036
create:cut_veridium_brick_slab 13046
create:cut_veridium_brick_stairs 13045
create:cut_veridium_brick_wall 13047
create:cut_veridium_bricks 13044
create:cut_veridium_slab 13038
create:cut_veridium_stairs 13037
create:cut_veridium_wall 13039
create:cyan_nixie_tube 12618
create:cyan_postbox 12577
create:cyan_sail 12528
create:cyan_seat 12681
create:cyan_table_cloth 12597
create:cyan_toolbox 12649
create:cyan_valve_handle 12471
create:dark_oak_window 12772
create:dark_oak_window_pane 12786
create:deepslate_pillar 12902
create:deepslate_zinc_ore 12696
create:deployer 12511
create:depot 12447
create:desk_bell 12639
create:diorite_pillar 12830
create:display_board 12608
create:display_link 12607
create:dripstone_pillar 12884
create:elevator_contact 12514
create:elevator_pulley 12500
create:encased_chain_drive 12425
create:encased_fan 12433
create:encased_fluid_pipe 12456
create:experience_block 12705
create:exposed_copper_shingle_slab 12714
create:exposed_copper_shingle_stairs 12718
create:exposed_copper_shingles 12710
create:exposed_copper_tile_slab 12738
create:exposed_copper_tile_stairs 12742
create:exposed_copper_tiles 12734
create:factory_gauge 12587
create:fake_track 12546
create:fluid_pipe 12455
create:fluid_tank 12478
create:fluid_valve 12460
create:flywheel 12542
create:framed_glass 12760
create:framed_glass_door 12693
create:framed_glass_pane 12764
create:framed_glass_trapdoor 12694
create:gantry_carriage 12492
create:gantry_shaft 12493
create:gearbox 12422
create:gearshift 12424
create:glass_fluid_pipe 12457
create:granite_pillar 12812
create:gray_nixie_tube 12616
create:gray_postbox 12575
create:gray_sail 12526
create:gray_seat 12679
create:gray_table_cloth 12595
create:gray_toolbox 12647
create:gray_valve_handle 12469
create:green_nixie_tube 12622
create:green_postbox 12581
create:green_sail 12532
create:green_seat 12685
create:green_table_cloth 12601
create:green_toolbox 12653
create:green_valve_handle 12475
create:hand_crank 12436
create:haunted_bell 12638
create:honey 12757
create:horizontal_framed_glass 12761
create:horizontal_framed_glass_pane 12765
create:hose_pulley 12480
create:industrial_iron_block 12700
create:industrial_iron_window 12779
create:industrial_iron_window_pane 12793
create:item_drain 12481
create:item_hatch 12564
create:item_vault 12563
create:jungle_window 12770
create:jungle_window_pane 12784
create:large_bogey 12552
create:large_cogwheel 12415
create:large_water_wheel 12431
create:layered_andesite 12847
create:layered_asurine 12938
create:layered_calcite 12865
create:layered_crimsite 12957
create:layered_deepslate 12901
create:layered_diorite 12829
create:layered_dripstone 12883
create:layered_granite 12811
create:layered_limestone 12976
create:layered_ochrum 12995
create:layered_scorchia 13033
create:layered_scoria 13014
create:layered_tuff 12919
create:layered_veridium 13052
create:lectern_controller 12634
create:light_blue_nixie_tube 12612
create:light_blue_postbox 12571
create:light_blue_sail 12522
create:light_blue_seat 12675
create:light_blue_table_cloth 12591
create:light_blue_toolbox 12643
create:light_blue_valve_handle 12465
create:light_gray_nixie_tube 12617
create:light_gray_postbox 12576
create:light_gray_sail 12527
create:light_gray_seat 12680
create:light_gray_table_cloth 12596
create:light_gray_toolbox 12648
create:light_gray_valve_handle 12470
create:lime_nixie_tube 12614
create:lime_postbox 12573
create:lime_sail 12524
create:lime_seat 12677
create:lime_table_cloth 12593
create:lime_toolbox 12645
create:lime_valve_handle 12467
create:limestone 12959
create:limestone_pillar 12977
create:linear_chassis 12504
create:lit_blaze_burner 12446
create:magenta_nixie_tube 12611
create:magenta_postbox 12570
create:magenta_sail 12521
create:magenta_seat 12674
create:magenta_table_cloth 12590
create:magenta_toolbox 12642
create:magenta_valve_handle 12464
create:mangrove_window 12773
create:mangrove_window_pane 12787
create:mechanical_arm 12544
create:mechanical_bearing 12495
create:mechanical_crafter 12540
create:mechanical_drill 12509
create:mechanical_harvester 12515
create:mechanical_mixer 12443
create:mechanical_piston 12488
create:mechanical_piston_head 12491
create:mechanical_plough 12516
create:mechanical_press 12442
create:mechanical_pump 12458
create:mechanical_roller 12517
create:mechanical_saw 12510
create:metal_bracket 12454
create:metal_girder 12666
create:metal_girder_encased_shaft 12667
create:millstone 12439
create:minecart_anchor 12503
create:mysterious_cuckoo_clock 12438
create:netherite_backtank 12636
create:nixie_tube 12609
create:nozzle 12434
create:oak_window 12767
create:oak_window_pane 12781
create:ochrum 12978
create:ochrum_pillar 12996
create:orange_postbox 12569
create:orange_sail 12520
create:orange_seat 12673
create:orange_table_cloth 12589
create:orange_toolbox 12641
create:orange_valve_handle 12463
create:ornate_iron_window 12778
create:ornate_iron_window_pane 12792
create:oxidized_copper_shingle_slab 12716
create:oxidized_copper_shingle_stairs 12720
create:oxidized_copper_shingles 12712
create:oxidized_copper_tile_slab 12740
create:oxidized_copper_tile_stairs 12744
create:oxidized_copper_tiles 12736
create:package_frogport 12567
create:packager 12565
create:peculiar_bell 12637
create:pink_nixie_tube 12615
create:pink_postbox 12574
create:pink_sail 12525
create:pink_seat 12678
create:pink_table_cloth 12594
create:pink_toolbox 12646
create:pink_valve_handle 12468
create:piston_extension_pole 12490
create:placard 12628
create:polished_cut_andesite 12835
create:polished_cut_andesite_slab 12837
create:polished_cut_andesite_stairs 12836
create:polished_cut_andesite_wall 12838
create:polished_cut_asurine 12926
create:polished_cut_asurine_slab 12928
create:polished_cut_asurine_stairs 12927
create:polished_cut_asurine_wall 12929
create:polished_cut_calcite 12853
create:polished_cut_calcite_slab 12855
create:polished_cut_calcite_stairs 12854
create:polished_cut_calcite_wall 12856
create:polished_cut_crimsite 12945
create:polished_cut_crimsite_slab 12947
create:polished_cut_crimsite_stairs 12946
create:polished_cut_crimsite_wall 12948
create:polished_cut_deepslate 12889
create:polished_cut_deepslate_slab 12891
create:polished_cut_deepslate_stairs 12890
create:polished_cut_deepslate_wall 12892
create:polished_cut_diorite 12817
create:polished_cut_diorite_slab 12819
create:polished_cut_diorite_stairs 12818
create:polished_cut_diorite_wall 12820
create:polished_cut_dripstone 12871
create:polished_cut_dripstone_slab 12873
create:polished_cut_dripstone_stairs 12872
create:polished_cut_dripstone_wall 12874
create:polished_cut_granite 12799
create:polished_cut_granite_slab 12801
create:polished_cut_granite_stairs 12800
create:polished_cut_granite_wall 12802
create:polished_cut_limestone 12964
create:polished_cut_limestone_slab 12966
create:polished_cut_limestone_stairs 12965
create:polished_cut_limestone_wall 12967
create:polished_cut_ochrum 12983
create:polished_cut_ochrum_slab 12985
create:polished_cut_ochrum_stairs 12984
create:polished_cut_ochrum_wall 12986
create:polished_cut_scorchia 13021
create:polished_cut_scorchia_slab 13023
create:polished_cut_scorchia_stairs 13022
create:polished_cut_scorchia_wall 13024
create:polished_cut_scoria 13002
create:polished_cut_scoria_slab 13004
create:polished_cut_scoria_stairs 13003
create:polished_cut_scoria_wall 13005
create:polished_cut_tuff 12907
create:polished_cut_tuff_slab 12909
create:polished_cut_tuff_stairs 12908
create:polished_cut_tuff_wall 12910
create:polished_cut_veridium 13040
create:polished_cut_veridium_slab 13042
create:polished_cut_veridium_stairs 13041
create:polished_cut_veridium_wall 13043
create:portable_fluid_interface 12483
create:portable_storage_interface 12512
create:powered_latch 12632
create:powered_shaft 12487
create:powered_toggle_latch 12633
create:pulley_magnet 12499
create:pulse_extender 12630
create:pulse_repeater 12629
create:pulse_timer 12631
create:purple_nixie_tube 12619
create:purple_postbox 12578
create:purple_sail 12529
create:purple_seat 12682
create:purple_table_cloth 12598
create:purple_toolbox 12650
create:purple_valve_handle 12472
create:radial_chassis 12506
create:railway_casing 12547
create:raw_zinc_block 12697
create:red_nixie_tube 12623
create:red_postbox 12582
create:red_sail 12533
create:red_seat 12686
create:red_table_cloth 12602
create:red_toolbox 12654
create:red_valve_handle 12476
create:redstone_contact 12513
create:redstone_link 12626
create:redstone_requester 12586
create:refined_radiance_casing 12539
create:repackager 12566
create:rope 12498
create:rope_pulley 12497
create:rose_quartz_block 12706
create:rose_quartz_lamp 12625
create:rose_quartz_tiles 12707
create:rotation_speed_controller 12543
create:sail_frame 12518
create:schematic_table 12412
create:schematicannon 12411
create:scorchia 13016
create:scorchia_pillar 13034
create:scoria 12997
create:scoria_pillar 13015
create:secondary_linear_chassis 12505
create:sequenced_gearshift 12541
create:shadow_steel_casing 12538
create:shaft 12413
create:small_andesite_brick_slab 12845
create:small_andesite_brick_stairs 12844
create:small_andesite_brick_wall 12846
create:small_andesite_bricks 12843
create:small_asurine_brick_slab 12936
create:small_asurine_brick_stairs 12935
create:small_asurine_brick_wall 12937
create:small_asurine_bricks 12934
create:small_bogey 12551
create:small_calcite_brick_slab 12863
create:small_calcite_brick_stairs 12862
create:small_calcite_brick_wall 12864
create:small_calcite_bricks 12861
create:small_crimsite_brick_slab 12955
create:small_crimsite_brick_stairs 12954
create:small_crimsite_brick_wall 12956
create:small_crimsite_bricks 12953
create:small_deepslate_brick_slab 12899
create:small_deepslate_brick_stairs 12898
create:small_deepslate_brick_wall 12900
create:small_deepslate_bricks 12897
create:small_diorite_brick_slab 12827
create:small_diorite_brick_stairs 12826
create:small_diorite_brick_wall 12828
create:small_diorite_bricks 12825
create:small_dripstone_brick_slab 12881
create:small_dripstone_brick_stairs 12880
create:small_dripstone_brick_wall 12882
create:small_dripstone_bricks 12879
create:small_granite_brick_slab 12809
create:small_granite_brick_stairs 12808
create:small_granite_brick_wall 12810
create:small_granite_bricks 12807
create:small_limestone_brick_slab 12974
create:small_limestone_brick_stairs 12973
create:small_limestone_brick_wall 12975
create:small_limestone_bricks 12972
create:small_ochrum_brick_slab 12993
create:small_ochrum_brick_stairs 12992
create:small_ochrum_brick_wall 12994
create:small_ochrum_bricks 12991
create:small_rose_quartz_tiles 12708
create:small_scorchia_brick_slab 13031
create:small_scorchia_brick_stairs 13030
create:small_scorchia_brick_wall 13032
create:small_scorchia_bricks 13029
create:small_scoria_brick_slab 13012
create:small_scoria_brick_stairs 13011
create:small_scoria_brick_wall 13013
create:small_scoria_bricks 13010
create:small_tuff_brick_slab 12917
create:small_tuff_brick_stairs 12916
create:small_tuff_brick_wall 12918
create:small_tuff_bricks 12915
create:small_veridium_brick_slab 13050
create:small_veridium_brick_stairs 13049
create:small_veridium_brick_wall 13051
create:small_veridium_bricks 13048
create:smart_chute 12450
create:smart_fluid_pipe 12459
create:speedometer 12451
create:spout 12482
create:spruce_window 12768
create:spruce_window_pane 12782
create:steam_engine 12484
create:steam_whistle 12485
create:steam_whistle_extension 12486
create:sticker 12507
create:sticky_mechanical_piston 12489
create:stock_link 12584
create:stock_ticker 12585
create:stockpile_switch 12561
create:stressometer 12452
create:tiled_glass 12759
create:tiled_glass_pane 12763
create:track 12545
create:track_observer 12550
create:track_signal 12549
create:track_station 12548
create:train_door 12691
create:train_trapdoor 12692
create:tuff_pillar 12920
create:turntable 12435
create:veridium 13035
create:veridium_pillar 13053
create:vertical_framed_glass 12762
create:vertical_framed_glass_pane 12766
create:warped_window 12775
create:warped_window_pane 12789
create:water_wheel 12430
create:water_wheel_structure 12432
create:waxed_copper_shingle_slab 12725
create:waxed_copper_shingle_stairs 12729
create:waxed_copper_shingles 12721
create:waxed_copper_tile_slab 12749
create:waxed_copper_tile_stairs 12753
create:waxed_copper_tiles 12745
create:waxed_exposed_copper_shingle_slab 12726
create:waxed_exposed_copper_shingle_stairs 12730
create:waxed_exposed_copper_shingles 12722
create:waxed_exposed_copper_tile_slab 12750
create:waxed_exposed_copper_tile_stairs 12754
create:waxed_exposed_copper_tiles 12746
create:waxed_oxidized_copper_shingle_slab 12728
create:waxed_oxidized_copper_shingle_stairs 12732
create:waxed_oxidized_copper_shingles 12724
create:waxed_oxidized_copper_tile_slab 12752
create:waxed_oxidized_copper_tile_stairs 12756
create:waxed_oxidized_copper_tiles 12748
create:waxed_weathered_copper_shingle_slab 12727
create:waxed_weathered_copper_shingle_stairs 12731
create:waxed_weathered_copper_shingles 12723
create:waxed_weathered_copper_tile_slab 12751
create:waxed_weathered_copper_tile_stairs 12755
create:waxed_weathered_copper_tiles 12747
create:weathered_copper_shingle_slab 12715
create:weathered_copper_shingle_stairs 12719
create:weathered_copper_shingles 12711
create:weathered_copper_tile_slab 12739
create:weathered_copper_tile_stairs 12743
create:weathered_copper_tiles 12735
create:weathered_iron_block 12701
create:weathered_iron_window 12780
create:weathered_iron_window_pane 12794
create:weighted_ejector 12448
create:white_nixie_tube 12610
create:white_postbox 12568
create:white_sail 12519
create:white_seat 12672
create:white_table_cloth 12588
create:white_toolbox 12640
create:white_valve_handle 12462
create:windmill_bearing 12494
create:wooden_bracket 12453
create:yellow_nixie_tube 12613
create:yellow_postbox 12572
create:yellow_sail 12523
create:yellow_seat 12676
create:yellow_table_cloth 12592
create:yellow_toolbox 12644
create:yellow_valve_handle 12466
create:zinc_block 12698
create:zinc_ore 12695
create_new_age:advanced_motor 1433
create_new_age:advanced_motor_extension 1436
create_new_age:advanced_solar_heating_plate 1456
create_new_age:basic_motor 1432
create_new_age:basic_motor_extension 1435
create_new_age:basic_solar_heating_plate 1455
create_new_age:carbon_brushes 1437
create_new_age:corium 1449
create_new_age:electrical_connector 1431
create_new_age:energiser_t1 1428
create_new_age:energiser_t2 1429
create_new_age:energiser_t3 1430
create_new_age:fluxuated_magnetite 1442
create_new_age:generator_coil 1438
create_new_age:heat_pipe 1444
create_new_age:heat_pump 1445
create_new_age:heater 1446
create_new_age:layered_magnet 1441
create_new_age:magnetite_block 1439
create_new_age:netherite_magnet 1443
create_new_age:reactor_casing 1450
create_new_age:reactor_fuel_acceptor 1453
create_new_age:reactor_glass 1452
create_new_age:reactor_heat_vent 1454
create_new_age:reactor_rod 1451
create_new_age:redstone_magnet 1440
create_new_age:reinforced_motor 1434
create_new_age:solid_corium 1448
create_new_age:stirling_engine 1447
create_new_age:thorium_ore 1457
createmetallurgy:black_light_bulb 14086
createmetallurgy:blue_light_bulb 14082
createmetallurgy:brown_light_bulb 14083
createmetallurgy:casting_basin 14064
createmetallurgy:casting_table 14065
createmetallurgy:coke_block 14060
createmetallurgy:cyan_light_bulb 14080
createmetallurgy:faucet 14087
createmetallurgy:foundry_basin 14063
createmetallurgy:foundry_lid 14066
createmetallurgy:foundry_mixer 14068
createmetallurgy:glassed_foundry_lid 14067
createmetallurgy:gray_light_bulb 14078
createmetallurgy:green_light_bulb 14084
createmetallurgy:industrial_crucible 14069
createmetallurgy:light_blue_light_bulb 14074
createmetallurgy:light_gray_light_bulb 14079
createmetallurgy:lime_light_bulb 14076
createmetallurgy:magenta_light_bulb 14073
createmetallurgy:mechanical_belt_grinder 14070
createmetallurgy:molten_aluminum 14096
createmetallurgy:molten_brass 14092
createmetallurgy:molten_bronze 14105
createmetallurgy:molten_constantan 14106
createmetallurgy:molten_copper 14090
createmetallurgy:molten_electrum 14104
createmetallurgy:molten_gold 14089
createmetallurgy:molten_invar 14103
createmetallurgy:molten_iron 14088
createmetallurgy:molten_lead 14097
createmetallurgy:molten_netherite 14095
createmetallurgy:molten_nickel 14098
createmetallurgy:molten_obdurium 14102
createmetallurgy:molten_osmium 14099
createmetallurgy:molten_silver 14100
createmetallurgy:molten_slag 14108
createmetallurgy:molten_steel 14094
createmetallurgy:molten_tin 14101
createmetallurgy:molten_tungsten 14093
createmetallurgy:molten_void_steel 14107
createmetallurgy:molten_zinc 14091
createmetallurgy:obdurium_block 14058
createmetallurgy:orange_light_bulb 14072
createmetallurgy:pink_light_bulb 14077
createmetallurgy:purple_light_bulb 14081
createmetallurgy:raw_wolframite_block 14056
createmetallurgy:red_light_bulb 14085
createmetallurgy:refractory_mortar 14062
createmetallurgy:steel_block 14061
createmetallurgy:tungsten_block 14057
createmetallurgy:white_light_bulb 14071
createmetallurgy:wolframite_ore 14059
createmetallurgy:yellow_light_bulb 14075
createmetalwork:molten_andesite 13055
createmetalwork:molten_andesite_alloy 13054
custommachinery:custom_machine_block 10059
deeperdarker:ancient_vase 9969
deeperdarker:bloom_button 9860
deeperdarker:bloom_door 9857
deeperdarker:bloom_fence 9855
deeperdarker:bloom_fence_gate 9856
deeperdarker:bloom_hanging_sign 9863
deeperdarker:bloom_planks 9852
deeperdarker:bloom_pressure_plate 9859
deeperdarker:bloom_sign 9861
deeperdarker:bloom_slab 9854
deeperdarker:bloom_stairs 9853
deeperdarker:bloom_trapdoor 9858
deeperdarker:bloom_wall_hanging_sign 9864
deeperdarker:bloom_wall_sign 9862
deeperdarker:blooming_moss_block 9901
deeperdarker:blooming_sculk_stone 9900
deeperdarker:blooming_stem 9850
deeperdarker:chiseled_gloomslate 9931
deeperdarker:chiseled_sculk_stone 9894
deeperdarker:cobbled_gloomslate 9907
deeperdarker:cobbled_gloomslate_slab 9909
deeperdarker:cobbled_gloomslate_stairs 9908
deeperdarker:cobbled_gloomslate_wall 9910
deeperdarker:cobbled_sculk_stone 9870
deeperdarker:cobbled_sculk_stone_slab 9872
deeperdarker:cobbled_sculk_stone_stairs 9871
deeperdarker:cobbled_sculk_stone_wall 9873
deeperdarker:crystallized_amber 9934
deeperdarker:cut_gloomslate 9927
deeperdarker:cut_gloomslate_slab 9929
deeperdarker:cut_gloomslate_stairs 9928
deeperdarker:cut_gloomslate_wall 9930
deeperdarker:cut_sculk_stone 9890
deeperdarker:cut_sculk_stone_slab 9892
deeperdarker:cut_sculk_stone_stairs 9891
deeperdarker:cut_sculk_stone_wall 9893
deeperdarker:echo_button 9842
deeperdarker:echo_door 9839
deeperdarker:echo_fence 9837
deeperdarker:echo_fence_gate 9838
deeperdarker:echo_hanging_sign 9847
deeperdarker:echo_leaves 9843
deeperdarker:echo_log 9830
deeperdarker:echo_planks 9834
deeperdarker:echo_pressure_plate 9841
deeperdarker:echo_sapling 9844
deeperdarker:echo_sign 9845
deeperdarker:echo_slab 9836
deeperdarker:echo_soil 9902
deeperdarker:echo_stairs 9835
deeperdarker:echo_trapdoor 9840
deeperdarker:echo_wall_hanging_sign 9848
deeperdarker:echo_wall_sign 9846
deeperdarker:echo_wood 9831
deeperdarker:gloomslate 9903
deeperdarker:gloomslate_brick_slab 9917
deeperdarker:gloomslate_brick_stairs 9916
deeperdarker:gloomslate_brick_wall 9918
deeperdarker:gloomslate_bricks 9915
deeperdarker:gloomslate_coal_ore 9945
deeperdarker:gloomslate_copper_ore 9947
deeperdarker:gloomslate_diamond_ore 9952
deeperdarker:gloomslate_emerald_ore 9950
deeperdarker:gloomslate_gold_ore 9948
deeperdarker:gloomslate_iron_ore 9946
deeperdarker:gloomslate_lapis_ore 9951
deeperdarker:gloomslate_redstone_ore 9949
deeperdarker:gloomslate_slab 9905
deeperdarker:gloomslate_stairs 9904
deeperdarker:gloomslate_tile_slab 9921
deeperdarker:gloomslate_tile_stairs 9920
deeperdarker:gloomslate_tile_wall 9922
deeperdarker:gloomslate_tiles 9919
deeperdarker:gloomslate_wall 9906
deeperdarker:gloomy_cactus 9956
deeperdarker:gloomy_geyser 9933
deeperdarker:gloomy_grass 9955
deeperdarker:gloomy_sculk 9932
deeperdarker:glowing_flowers 9953
deeperdarker:glowing_grass 9954
deeperdarker:glowing_roots 9961
deeperdarker:glowing_roots_plant 9962
deeperdarker:glowing_vines 9963
deeperdarker:glowing_vines_plant 9964
deeperdarker:ice_lily 9965
deeperdarker:infested_sculk 9967
deeperdarker:lily_flower 9966
deeperdarker:otherside_portal 9970
deeperdarker:polished_gloomslate 9911
deeperdarker:polished_gloomslate_slab 9913
deeperdarker:polished_gloomslate_stairs 9912
deeperdarker:polished_gloomslate_wall 9914
deeperdarker:polished_sculk_stone 9874
deeperdarker:polished_sculk_stone_slab 9876
deeperdarker:polished_sculk_stone_stairs 9875
deeperdarker:polished_sculk_stone_wall 9877
deeperdarker:potted_blooming_stem 9865
deeperdarker:potted_echo_sapling 9849
deeperdarker:sculk_gleam 9935
deeperdarker:sculk_grime 9895
deeperdarker:sculk_grime_brick_slab 9897
deeperdarker:sculk_grime_brick_stairs 9898
deeperdarker:sculk_grime_brick_wall 9899
deeperdarker:sculk_grime_bricks 9896
deeperdarker:sculk_jaw 9968
deeperdarker:sculk_stone 9866
deeperdarker:sculk_stone_brick_slab 9880
